id	text	HS	TR	AG
5678	@eisemad15 maybe if you weren't such a tease your mom wouldn't tease you #WomenSuck	0	1	0
5688	@LaRoccaSpeaks sack up and talk to her pussy #WomenSuck	0	1	0
5689	@lindaws @PennyRed @headhntr The main reason that @pennyred doesn’t want to talk about her experiences with rape and sexual assault is that she is saving the stories for a more lucrative writing gig.	0	1	0
5698	@Simon_Snodgrass @BBCNewsnight @Cruella1 Yeah, but who was the bitch that wouldn't let her answer?	0	1	0
5708	Alcohol doesn't give you an excuse to be a whore. #WomenSuck	0	1	0
5740	I don't take you places because I wanna be friends. My car doesn't run on friendship bitch it runs on ethanol! #WomenSuck	0	1	0
5753	If your girl ends it with you, don't be upset. It's not your fault. She's just a dumb sloot #WomenSuck	0	1	0
5754	If you're a whore when you're drunk, you're always a whore #WhoresAtHeart #WomenSuck	0	1	0
5758	I'm surprised my ex-girlfriend isn't on Shark Week.... She was a vicious bitch! #WomenSuck	0	1	0
5761	It's a shame we don't talk anymore. But that's your fault! #WomenSuck	0	1	0
5773	Like if you didnt want to have a party, don't fucking broadcast it #ThatsTheShitIDontLike #WomenSuck	0	1	0
5777	My life has been so much better without you in it #WomenSuck	0	1	0
5791	Only places my wife can drive are to restaurants and grocery stores	0	1	0
5798	RT @JWMofficial: You're wearing yoga pants to show off your ass. Don't give me this bull shit 'they're comfy!' we all know the truth ladies #ASS #ASS #ASS	0	1	0
5805	Stop tweeting about love. Youre like 16 stfu. You've probably never even seen a penis before #WomenSuck	0	1	0
5809	Tell me more about your previous boyfriends, I really wanna hear about them #WomenSuck	0	1	0
5818	When're I go to a wedding all I can think about is how many times the bride is going to get pounded after the wedding #HoneyMoonPoon	0	1	0
5830	Yes you're so hot but you've fucked black guys therefor you're ruined #SlittyBitches	0	1	0
5831	You are so hot but you're a bitch so that cancels out your hotness! #WomenSuck	0	1	0
5841	Your slutty Christmas outfits should get you a good 45 likes on instagram. #Whore	0	1	0
5852	If we text and I have a pic of your pussy, that's your profile pic in my phone.	0	1	0
5854	What's the polite way to say, excuse me but I think I speak for everyone on the boat when I say I'd love to make a sloppy mess of your wife	0	1	0
5858	Her- who TF do you think you are Me- https://t.co/Dv2fLkOk1s	0	1	0
5868	@RepWilson <<<<< this stupid cunt, misspelled the name of the woman for whom she's so concerned.	0	1	0
5870	this woman in front of me really needs about 900 xanax shes just told her kid to stop being a cunt lmao	0	1	0
5872	@liverbird17 @RespectableDenz @PissOffHon My nan was a cunt and nobody liked her. One woman cried at her funeral an… https://t.co/eV0QSFwcXq	0	1	0
5874	@james____s Dutch woman looking at him like you cunt	0	1	0
5883	@SpIashMan can u report dogshit retard link me after u beg ur fucking terrible u foreign cunt u sound like a woman fucking funder	0	1	0
5889	@LizGillies what a fucking cunt this slut is also I don’t want this to endddd pleaseeeee when is Tuesday gonnaaaaa… https://t.co/cKcDRxCPKl	0	1	0
5892	my ‘friend’ who’s a bitch slut shamed one of the girls i work with today because she has a child	0	1	0
5895	@TrumpGuyTV That bitch is the Godmother of PERVERSION! Crooked Hillary is like the Ugly Old Slut of the wild west that opens the Whorehouse!	0	1	0
5896	U sluts get them 100 likes on instagram and think y’all the coldest bitch in Detroit 🤧	0	1	0
5899	So many sluts texted Stephen when we got Lionel 'our cats look the same!' Bitch 95% of house cats in the US are domestics, stay in your lane	0	1	0
5900	So my mom called me a nasty slut because I got a tattoo lmao that bitch is crazy	0	1	0
5902	@cvillepraises @_rene_1222 This bitch is a slut	0	1	0
5908	@TheRealPerceeP post telling how you love hooking up with a filthy slut so you and that whore joke about her man(I… https://t.co/yq6CxkKH0I	0	1	0
5909	@hindu_whore Be my whore my slut my bitchy ❤❤💋👅	0	1	0
5918	now what i can say, not all men are trash. maybe the woman who said it itself, is trash.	0	1	0
5923	23. the reason that fucking skank ass cunt lied about me was to cover up her shaking my kid, and being in on fucking up lawsuit	0	1	0
5925	Still waiting on a 'favorite for me to inbox you about blablah' from some bitch i dont know. You got my favorite dumb skank wheres my DM	0	1	0
5928	@President1Trump @POTUS OLD SICK DOG HILLARY IS A DISGUSTING BITCH . BUT EVEN A SKANK HAS A FRIEND . IM SURE GERMAN… https://t.co/8y4H5tOsTI	0	1	0
5931	@chaeltz07 i've seen this skank thot basic bitch IG trash before. Her videos are the worst. Such a prostitute	0	1	0
5932	Yeah well I didnt suck dick for tips you dirty skank Yes you did you lonely miserable BITCH its called fucking ALIMONY✋🏾	0	1	0
5940	Everyone hates chelsea - whore skank https://t.co/BBHL8bl9tL	0	1	0
5942	@bocavista2016 What a skank whore she is, I see she's wearing Al Sharptons pimp hat, she must be one of his Hos.	0	1	0
5943	MegynKelly is skank. Whore paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t… https://t.co/Z6ZJWR2N0V	0	1	0
5944	@CassandraRules I get suspended at least every other day. But you still see that skank whore Chelsea Handler still tweeting away.	0	1	0
5949	@MSNBC U people @MSNBC r pos. liars. More fake news. U should offer 5 women to Obama. w that skank wife he has he would take the offer.	0	1	0
5954	Some absolute skank of a girl out there trying to cause trouble. Not happening love.. I show my girl every message a girl sends me	0	1	0
5956	@chelseahandler I like it! I'm 100% sure you are an irrelevant skank who's granddad was a #Nazi #Correct? Nope th… https://t.co/E0WWs6tEwo	0	1	0
5958	You are a LIAR and a FLOP, you skank hoe! Even Netflix doesn't want you LMAO https://t.co/LsSzhdO4kl	0	1	0
5959	first words i hear from another human today: 'shut up you skank ass whore,' world: 1 mik: 0	0	1	0
5964	Fuck you, you fuckin skank WHAT DID YOU SAY!? I said I can’t wait to own a fishing tank!	0	1	0
5965	@Onlyyaelin_ @_celesstee So you just want money skank	0	1	0
5966	@lgmaterna @latimes @Pegkel Hey American skank are you illiterate?	0	1	0
5967	@AntiRecords @LidoPimienta @epitaphrecords @EpitaphEurope But you probably mind the white guys, you racist, anti -white skank!	0	1	0
5968	@MediaJuggernaut @deoppressolibe2 Omg! Megyn is a skank. You have that right.	0	1	0
5975	@WGladstone Maybe this is what you wanted: “What a gross skank! Ever hear of a pocket?” Better? 😘	0	1	0
5986	Darla you trifling skank! #QueenSugar	0	1	0
5989	@manleygeddes2 Did you finally dump that annoying skank? You should give Erin another go	0	1	0
5993	@chelseahandler He’s gonna win in 2020 too you stupid nasty skank !	0	1	0
5995	@Bubbles8301 @LPIsaacGuest She a nasty skank Hoe who would Fuck her wolf pussy anyway ?	0	1	0
6000	that bitch wanna act funny bitch ima act hysterical	0	1	0
6002	@__0HOUR1_ Correction - HUGH if true. #makemeasandwich	0	1	0
6018	〝 Bitch fuck shit cunt who─ 〞 Okayyy..	0	1	0
6021	Fuck you ugly cunt bitch don't get smacked https://t.co/oN5yaknXRz	0	1	0
6022	LEMINIS STOP TRAINING IT'S TIME TO GET RIPPED hashtag THIS CUNT BITCH literally fuck that?	0	1	0
6028	@BetaNipson @ChristiChat @realDonaldTrump @RepWilson And I thought I was a Bitch, but you are, well the worst cunt ever.	0	1	0
6029	This ignorant cunt bitch @hazelebaby bout people hate her cus she’s lightskin...no. We hate you cus you are a man.	0	1	0
6030	@beefy_girl hey bitch stop selling yourself to @INCIndia run cunt run https://t.co/3fGwEW8Loa	0	1	0
6037	@Twitch_Pink you dumb cunt you trick 12 and 30 year old virgins into giving you money you fucking bitch. kys honest… https://t.co/8YN3eglZuT	0	1	0
6049	@okaayythen bitch ass whore ass motherfucker	0	1	0
6055	Have fun fucking your whore you asshole in red lip stick with a smiley face lolol what a bad bitch	0	1	0
6059	You a Bitch an a whore you make us look stupid bitc... — well u look stupid rn lmaodjdh https://t.co/swTXJY37rS	0	1	0
6063	When people hear your name it's all some crazy thot nasty bitch Whore shit	0	1	0
6064	Sorry bitch I’ll be a WHORE any damn day over that shit, gtfoh🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️ https://t.co/idsKvHMEiP	0	1	0
6070	@FoxNews Don’t trust this lying bitch let’s see if any of the other nude women in the lineup come forward she’ll do… https://t.co/KrpL0mPkSL	0	1	0
6092	You are very whore and your cunt enjoys it https://t.co/Z5tQRkFByy	0	1	0
6096	@verge What a dumb cunt of daughter. Social Media addicted whore.	0	1	0
6101	She’s not only a bitch but she’s also a whore. She’s always touching her friends boobs too which is gross	0	1	0
6103	biiiitch lil biddy whores doofus bitch im eat my ass	0	1	0
6104	@lissettesus WELP. Bitch IM JUST NOW FUCKING SEEING DUMB WHORE	0	1	0
6109	LMAO BITCH I DID DROP YOU. And I'm texting 5 other niggas too 😭 you're not special whore https://t.co/0VOfGAvI0k	0	1	0
6115	@gulbukhari Since u r a pathetic self claimed pseudo analyst, don’t bark before you r a bit clear on the subject. Bitch cum whore.	0	1	0
6129	@TODAYshow @benshapiro @megynkelly Many women aren’t innocent! Megyn is an attention whore who lies to keep herself relevant.	0	1	0
6133	@AZEALIABANKSS__ You evil kunt	0	1	0
6135	@__Lola_Love__ You believe in God lol...heaven help u if I ever get a passport kunt.	0	1	0
6136	@KellyannePolls @POTUS You lieing kunt!	0	1	0
6137	@menzemerized_ Worse i have proof. A picture i took of you and one you took of me on the same night. Useless ungreatful kunt!	0	1	0
6146	@AynRandPaulRyan Fucking bitch sarah fucking lying cunt	0	1	0
6148	Some cunt at Walmart went full psycho on me saying how she had no fucking space to put her shit bitch ur taking up the entire conveyor belt	0	1	0
6149	Bitch had the NERVE to leave the fucking box in the mail room you fucking cunt bitch fuck	0	1	0
6150	@la_bella_carla @slothnise THAT SHIT ENDED A LONG TIME AGO BITCH ASS CUNT 🗣	0	1	0
6154	@4bddnAG bonnie is a sneaky cunt bitch and she probably has something to do with whatever happened to laurels baby	0	1	0
6157	@Stanwhu1 @Baz1980WHU @torrid_times She is a filthy whore cunt. Didnt change her own name when she got married but… https://t.co/Doxz0F77h7	0	1	0
6160	I've never been more ashamed to be a former democrat than I am now. Fuck u Hillary you stupid ass bitch whore cunt bitch	0	1	0
6163	@Ely_1798 fucking whore bag cunt face mamona puta toda ugly, ily	0	1	0
6166	To the women who’s just sold the house she’d agreed to sell to me, you’re a cunt. You can go to hell.	0	1	0
6170	@AnimeFemsplainr All women deserve an opinion and have the right to, you on the other hand my dear are a cunt who d… https://t.co/f66e68hLQq	0	1	0
6171	@AlyssaMastro44 You sound hysterical and in need of some psychotropic medication. Calm down, it's not that serious.	0	1	0
6173	@Elizabe19845961 @CNNPolitics You seem hysterical.	0	1	0
6177	Says man who suggested an actress reported an historic rape to gain more work - you're a fully paid up cunt - https://t.co/ia9wKnM5Tm	0	1	0
6178	@Cobratate God I hate that dumb cunt with her shitty music and feminism™, meanwhile her country is the rape capital of Europe	0	1	0
6180	@MichellePiper18 Did that cunt bag just blame #rape victims for the way they dress and/or act?! https://t.co/fYzp24L0to	0	1	0
6187	@CNBC Hillary Harvey Weinstein Clinton. One was raping vulnerable woman and the old bitch was planning to rape America.	0	1	0
6188	how u gonna talk about how men r trash and rape culture but u out here laughing abt a girl u hated in high school getting raped bitch fuck u	0	1	0
6194	This bitch crazy he saying its cool to rape? https://t.co/Z5cYb1glSq	0	1	0
6197	I am displeased w what this bitch said about what rape is. @Joy_Villa https://t.co/rQhvL3qZrL	0	1	0
6198	No one fucking assumes rape is gonna happen you stupid lil bitch https://t.co/a2ZhqIX9Hi	0	1	0
6214	Remember, this the same bitch that was on FOX news saying rape culture was an attack on young men. Its her pussy be… https://t.co/BHvfpTMxyk	0	1	0
6221	@AbbieHollowDays RIGHT?? then she goes 'oh i had sex with frank, poor baby ahahah' NO BITCH if that aint rape i dont know what is	0	1	0
6235	#PMLN is acting like a whore who incites people to rape her in order to use it as a victim card and earn relevance.… https://t.co/6gqQtLRvYG	0	1	0
6247	2 cents. Yawl thinking this woman lied on Nelly is still apart of the problem. Now, yes, sometimes people do lie about rape.	0	1	0
6259	What, do you think they sprouted out of holes in the ground? Quit being a disrespectful cunt towards your grandpa. https://t.co/wiDtKRscjE	0	1	0
6275	Glad to see https://t.co/SlJNbdkRXM still pushing the idea that the girl wasn't a rape victim. Always encouraging t… https://t.co/44KEi1KP64	0	1	0
6283	@femfreq Then don't be a whore and open your legs for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STD.	0	1	0
6286	go fuck yourself you stupid ugly cunt https://t.co/zjzWFx9gq5	0	1	0
6288	@blakeruss165 You a lying hoe	0	1	0
6292	We better not ever have a woman president @WomenSuckk	0	1	0
6302	@D34L_ Fa Real Desperate Ass Hoe 😭 A Fat Bitch And A Real Skinny Bitch😭😭 How🤷🏾‍♀️😭😍	0	1	0
6303	starbucks cashier: ur name me: johanis on the cup:hoehines me:yes bitch yes im a hoe fmu	0	1	0
6321	This bitch always want us to do work that ain’t even for a grade. Hoe, a bitch don’t do this for our health.	0	1	0
6325	This bitch scrolled through my shit gave me 1 like lol petty ass hoes	0	1	0
6326	“ I just want all your attention babe stop seeing these other hoes” .. first of all bitch I’m legally blind	0	1	0
6329	Don't fix yo mouth to say whatchu gone do, I told that hoe bitch u know ion play that!	0	1	0
6333	bitch just called me her fuck buddy I told the bitch I aint no hoe smh	0	1	0
6334	@butwhybewhy First of all bitch fuck u, second of all we BOTH hoes 😴	0	1	0
6342	She’s a whore and her moms a drug addict. Don’t fall for these hoes https://t.co/QBquhnW7PY	0	1	0
6349	@lucymilsom2 your just a dirty fuckin whore u got all this chat about me go suck ur fuckin mum u disgusting lil hoe say suttin	0	1	0
6350	She blocked me lmao 😂 well fuck you and your whore of a friend, you’re lame and you’re a fake ass bitch. Later hoe 😩	0	1	0
6351	@maisonmargieIas Wow that hoes aint shit, You deserve better dan that ugly whore brother	0	1	0
6358	Whatever hoe it is, it is still a hoe. And yu r still a WHORE https://t.co/6neLNmH3j1	0	1	0
6367	@JaelenBrown “I want women to have equal rights” ... unless you don’t fit my exact definition of how a woman should be then you’re a hoe	0	1	0
6372	Most women that Know me just said 'now eric you Know you dont have no inner hoe' 😂 im 2 much of a gentleman but i know my hoe is deep down	0	1	0
6392	@NIVIsa4031 @FoxNews @CNN THAT BITCH MUST HAVE A STRONG BACK. SHE CANT STOP DIGGING THE HOLE SHES IN. JESUS HILLA M… https://t.co/K3b90Tqais	0	1	0
6395	@TSwiftCisco That’s so rude bitch tell them to go back into their hole	0	1	0
6401	@bigshitxtalker Lmfao weaaak. Coming from the bitch that ain't got pictures. Go back to your hole 🙄	0	1	0
6402	Foreign car swerving pot holes bad bitch she from chicago	0	1	0
6406	@Tahshaun1738 Bitch Biggs ass hole	0	1	0
6410	@RepWilson How does a wretched ugly BITCH show joy at being a wretched bitch. Wilson crawl into ur hole & disappear	0	1	0
6412	@JackPosobiec You Stupid Wanna Be Bitch Go Back To Your Hole	0	1	0
6415	Now how this bitch gonna fart and not say excuse me but stink up the hole check out lane #NoLadyLike	0	1	0
6416	@pleasemybody they deadass digging a hole for themselves @AtlanticRecords fat bitch loose weight	0	1	0
6426	@JudgeJeanine Crawl back in your hole, you're nothing but a fame whore tv judge	0	1	0
6443	There are good men out there women stop accepting ass holes that appear to be right.It is a excuse to turn lesbian cuz of a no good man.	0	1	0
6445	Well when you and a hoe are not on the same level and her cunt is skinned open	0	1	0
6446	@jellsoval You’re just a dumb little cunt who had an abortion to go be a hoe, and you eat your tampons tryna be “fe… https://t.co/UtFOtQ1C19	0	1	0
6448	What would you do if a girl kicked you in the balls... — Imma cunt punt tf outta hoe 'for no reason' https://t.co/OHjIyCXw8n	0	1	0
6450	@kurisuwu Fuck you cunt hoe no you won’t ily😘	0	1	0
6451	What a glorious cunt you have. Too bad youre a basic bitch. Always were always will be. Stay mad. Hoe. #Imtalkingaboutadude 😂😂😂	0	1	0
6452	@indigomermaidd You're the exception , you weren't a rude lil cunt like some hoes. 🙃💕	0	1	0
6453	Ur a cunt nd she’s a hoe, nuff said	0	1	0
6455	@Mike__2ff @KydSplash That cunt ass hoe recording can get fox news’d 2	0	1	0
6456	Hoe asss bitch what the fuck	0	1	0
6458	I don’t want no nigga wit a bitch or fucking multiple hoes I love my health	0	1	0
8704	Why would u play with my pure heart u fucking hoe bitch?	0	1	0
8706	ugly skank bitch >:(	0	1	0
8717	@ABC Hey, immigrant skank ass HO, look, there's an older, fatter less hair dude, AND HE HAS 5X THE THAT YOUR PATHETIC IMMATURE HUBBIE HAS !!! GO ON, GIT !!	0	1	0
8735	@STFU_Edward BITCH you shouldnt be putting it out there cunt nugget	0	1	0
8743	@AnthemRespect @CTomme2 2 hysterical women in the US Senate	0	1	0
8785	@AnnCoulter That's rich coming from the hysterical woman who didn't get the right seat on an airplane.	0	1	0
8789	@sierraplz @afrolivia I bet her parents dont claim her either. This skank blames her miserable existence on immigrants and POC when as an attractive white young woman, she has the privilege to do anything. More trump trash.	0	1	0
8815	Your skank ass disgusts me so much	0	1	0
8831	@AngelaBelcamino This just in. Many are saying Trump now at 155% in the polls. Yuge deal, that I can tell you! Witch hunt over. Trump innocent. Crooked Hillary voted ugliest skank of the Decade! Bigly! Trump steaks melt in your mouth like I did Stormy I m	0	1	0
8850	@XnxxHotSex damm baby girl you got a nice pussy right there and be sites you pussy look morh bigger than my girl pussy	0	1	0
8853	@artbychristinem @AnnCoulter Hysterical woman does in both cases. I don't think Booker would mind given his proclivity for deliberate histrionics.	0	1	0
8856	@TheRickWilson Perhaps Ann meant to tweat that she wished she herself had been present to compete for the most hysterical woman? Regarding Kavanaugh, as Harris & Booker's questions revealed, I felt that he was less than decisive, forthright with his answers. #CountryOverParty #AmericansUnite	0	1	0
8864	Sounds like @CoryBooker & @KamalaHarris are still competing for most hysterical woman at the hearings. #Pathetic #WeThePeople dont pay you to clutch pearls, or perform one act plays. Get your sh!t together. #ConfirmJudgeKavanaugh #ConfirmKavanaughNOW#WalkAway	0	1	0
8870	@AnnCoulter Ann:Including Sen. Cory Booker as part of your "Most Hysterical Woman"?? Come on now, you cn do better than that. This is so beneath your intellectual acumen and although I disagree with most of what you say, come up with something more original or creative in the future	0	1	0
8883	@AnnCoulter @DonaldJTrumpJr To take over your reign of the Most Hysterical Woman on a Delta Airlines flight?	0	1	0
8896	@MelsLien Get a hobby you pussy. #TrumpTrain2020	0	1	0
8905	@PressSec Are your children safe living with a skank like you? I certainly hope not.	0	1	0
8907	fucking cunt whore slut pussy bitch fuck you	0	1	0
8933	@AnnCoulter Says a hysterical woman/hustler/con artist/grifter	0	1	0
8937	dan humphrey is an annoying skank bitch	0	1	0
8938	@_toriiclarkee Too bad you have to be a skank in order to stay relevant	0	1	0
8962	@AnnCoulter Ann Coulter winning most hysterical woman WATCHING the Kavanaugh hearings.	0	1	0
8989	Dont worry @AnnCoulter, you are and will always be the most hysterical woman.	0	1	0
8998	Using my body to be a skank and insulting me? Really classy.Bitch.	0	1	0
9010	I fucking know who he cheated with even if he didn't say it. This fucking bitch, I've always fucking hated her two faced whore ass	0	1	0
9022	@MarshaBlackburn PS - take off that picture-any picture of you makes me want to puke! Any women that would side with Trump is not for any woman or their rights that they should have. You are just another lying Skank GOP white piece of trash! Your commerci	0	1	0
9025	shes a fucking bitch and has a drinking problem but that pussy good	0	1	0
9026	I wouldn't have done anything if you didn't express any interest THE BITCH WAS 12 YOU MOTHER FUCKING CUNT. HE REALLY IS TRYING TO JUSTIFY HIMSELD..THIS IS EXACTLY WHY HE SHOULDN'T HAVE BEEN RELEASED	0	1	0
9037	@AnnCoulter @DonaldJTrumpJr If anyone would know about hysterical women, it would be you btch	0	1	0
9041	@CassandraRules @AndrewWK @Dancingmanfound Omg hysterical you posted this since I was watching how 10 random people became famous on YouTube & look who it is!!!! You & Dancing man!	0	1	0
9044	@KatiePavlich They are the two most Hysterical women in the room	0	1	0
9048	Dont you realize youre only making my cock harder with your constant whining, you stupid little bitch? God, your pussy feels so tight when I choke you. I think I might just fill your pussy up right now so you never forget about this day.	0	1	0
9064	@BenSasse @NicolleDWallace He really said this? He loves to blather empty platitudes in front of the camera. And the hysterical women comments? Empty suit. Not buying his Aw, Schucks persona. Right up there with Golly Jeez Gorsuch.	0	1	0
9072	@NiccoMontano @pokipokiabq Relinquish the belt you pussy	0	1	0
9075	@SenKamalaHarris @maddow Is there a more stupid person in congress than dipshit Harris? This woman fd Willie Brown, thats gross. Total skank with the intelligence of a pollywog.	0	1	0
9082	@CoryBooker Are you in a competition with @SenKamalaHarris to see who is the more hysterical woman at the #KavanaughConfirmation ?	0	1	0
9084	@suma_surendran Wooow nace pic,, is bien you pussy	0	1	0
9088	Cory Booker and Kamala Harris competing for Most Hysterical Woman at the Kavanaugh hearings, Coulter hilariously tweeted.And yes, liberals immediately got triggered on Twitter, saying her joke was offensive. To them we say, suck it up, snowflakes.	0	1	0
9101	You fucking bitch hoe	0	1	0
9117	I'm not sure who is the most hysterical woman at the #KavanaughHearings: Kamala Harris or Cory Booker.	0	1	0
9137	I will always love you & Ken though @LisaVanderpump I really admire you & feel like a mother tiger with you! I could of jumped through the TV when that skank slapped your face! That upset me! A lot!!!	0	1	0
9155	@StormyDaniels Going to take a lot more than a skank like you! #wearethestorm	0	1	0
9170	@keansburgirl67 @collectdust Nah, the only worthless skank here is you. Good job outing yourself.	0	1	0
9186	Money can't buy you happiness but it can buy you pussy	0	1	0
2623	CNN 8:53am NON-PROFIT ORGANIZATIONS LEAD CHARGE TO REUNITE FAMILIES. . Catholic Charities reunites immigrant children with deported...	1	0	0
2624	UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE ALREADY BROKEN FOSTER CARE SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES. https://t.co/j85GDmV1mr	1	0	0
2625	Education, key to meaningful lives for refugee youth - President https://t.co/DI4P2e7VyT	1	0	0
2627	Are you an educator looking for ways to help immigrant youth? Here are 4 things you can start doing this week to provide support. Please share and help another teacher stay informed!   To learn more go to #InformedImmigrant https://t.co/dqszTCGctr	1	0	0
2633	The center of Mytilene continues to be inaccessible for refugees fleeing from Moria.  A group is protesting on the North entrance of the city demanding their transfer to the mainland for security reasons. Source: https://t.co/LQZ8YxdQPQ	1	0	0
2634	Check out IWB Immigrant Women In Business' Membership https://t.co/epyiWoEgCj via @	1	0	0
2636	International migration from sub-Saharan Africa has grown dramatically since 2010 https://t.co/6pPe7CIW8b	1	0	0
2637	Prague not to accept migrants from Italy, offers police, experts https://t.co/POTGOoimrD	1	0	0
2640	‘˜Ant-Man actors on border policies, upcoming immigration march https://t.co/37tf9QL9u0	1	0	0
2643	CRP doesn't only serve refugees living in Jordan. We also offer assistance and programming to Jordanians living in the area. Learn more about our diverse community in this blog post: https://t.co/jCpmFJzgIW	1	0	0
2650	Guest columnist Josh Leib: "As a national community with the resources and political clout to sustain substantial aid and intervention, American Jews must continue to help immigrants in need."https://t.co/9FKKYpjtpY	1	0	0
2654	Its the raggedy red state of Texas! Look at what they did to immigrant families.  The sexual abuse of immigrant children. Also in the red state of Arizona. No surprise they're engaging in voter suppression.  https://t.co/rFEbEQ92iK	1	0	0
2655	Undocumented my a$$, ILLEGAL!! This child is 11 years old.  https://t.co/SfbJRnl1wD	1	0	0
2658	#EU migrant crisis: Juncker tries to assure #Spain PM as backlash over refugees rages https://t.co/unaimaxJzh	1	0	0
2660	Trump Doubles Down: Govt Shutdown ‘˜Small Price To Pay’ To Fix Immigration Law https://t.co/wjKjm8Qt4M https://t.co/bSxEkJyi7Z	1	0	0
2661	#TEDxKakumaCamp showed how given a stage, refugees can shine. And how given opportunity, they can thrive. Missed the event? Catch up with all the inspiring talks here: https://t.co/Zm1AeMn6YM  #WithRefugees https://t.co/CuyYAcTg4Z	1	0	0
2662	Why adding a citizenship question on the census will hurt red states @CNN https://t.co/omLBbMyG70 --&gt; "A census that fails to capture their growing immigrant populations is a census that hamstrings the economic vitality of cities and towns in conservative America."	1	0	0
2664	@Redbaiternz Seriously, Amy and Cindy are BFFs, I know that for sure. Hmm, mmm.	1	0	0
2673	Without limitation of refugees Seehofer can retire. Time to get the truth ! https://t.co/N6oQaw0BKQ	1	0	0
2677	https://t.co/0F1xhJkFiXBulgariaðŸ‘‰ ‘˜will not readmit migrants from rest of EU’.  #Merkel GER losing influence rapidly n Europe while Macron never had it.Bulgaria calling for closure of all ext.borders, migrant camps in Libya and Turkey.#Visegrad #V4 @SkyNewsEU @POLITICOEurope https://t.co/br3HCAfC6G	1	0	0
2678	On 8/5, @nycmayor greeted community leaders at the Pakistani Independence Parade. The well-being of our immigrant communities is essential to the economic, social &amp; cultural fabric of NYC. To be a NYer is to be prideful of the diversity found in the greatest city in the world. https://t.co/TzKP38ir8T	1	0	0
2682	UPDATE #Burundi-an refugees in Tanzania live in fear of being put in harm’s way if they are repatriated to Burundi.  https://t.co/6qwh6MDby7	1	0	0
2688	Our ancestors have thus lived here for millennia, yet, we are being denied our identity by mass immigration and the successive governments that are complicit. We are told that there is no such thing as the British race as we are all mixed between numerous ethnic groups. .... https://t.co/KAw4nByScZ	1	0	0
2689	ANTIFASCISM, YOU’RE DOING IT WRONG: Antifa Behind Several Assaults at Patriot Prayer Rally in Portland. “The counter-protest was organized by ‘a coalition of labor unions, immigrant rights groups and artists’.”  ...SOROS.  https://t.co/GhSc4AoqCt	1	0	0
2690	If you are not aware of this situation, you need to be as the US has taken in thousands of these Muslim refugees. https://t.co/3XZRvz01Vh	1	0	0
2691	Protecting refugee children is a test of our humanity https://t.co/uPsd36EYzk https://t.co/IXtw8WTwGD	1	0	0
2692	How many Somali refugees has the US admitted since 1983? https://t.co/WbwIYMiKCz via @wordpressdotcom           Depressing,these people never assimilate , their islamic religion forbids it.	1	0	0
2693	This is a seriously good idea. https://t.co/s6yPrvNQma	1	0	0
2694	Sudanese refugees often experience extra challenges when they come to Amman. One such refugee, a volunteer at our community center named Assem, shares his powerful story about life in Darfur and his experiences in Jordan.  https://t.co/rStDoUntIi	1	0	0
2696	Hats off and thank you to #GranniesRespond  .Their caravan made it to McAllen Texas this weekend to protest the treatment of migrant and immigrant families by #NotMyPresident. Now we need them to show up in November and #VoteThemOut  .	1	0	0
2697	#refugeeswelcome #ExecutiveOrder https://t.co/vZ8KFRp4zc	1	0	0
2701	@RyanAFournier While ruling a quarter of the Earth the British still lived on an Island the size of Michigan? The primary migration out of the UK was what created the USA/Canada/Australia/NewZealand as known today?	1	0	0
2712	‘˜Historic moment’ for people on the move, as UN agrees first-ever Global Compact on migration #UnitedNations https://t.co/Hjvwv3GggH https://t.co/yeOK8cykz5	1	0	0
2714	@Daily_Express over 1500 sexual assaults from 2000 Islamic refugees less than Half a % caught Laughing villains leaving the court free help	1	0	0
2715	Illegal Immigrant Beheads 13-Year-Old Girl in Alabama ‘“ Media Blackout https://t.co/0Prdlv43c1	1	0	0
2720	#Tech #News Facebook's new political advertising policy denounced by immigrant, civil rights groups https://t.co/3sLPMDYaqT Facebook's new political advertising policy denounced by immigrant, civil rights groups  A wide range of advocates for immigrants… https://t.co/aOh5AJmXFd	1	0	0
2721	@STVNews Sturgeon revels in the EU vote the moment immigration is ignored you will not be in power Scotland has not been it with it so far	1	0	0
2722	Interesting use of SC experiment on social issue by well-known scholars - results are not good news from the humanistic perspective though: From welcome culture to welcome limits? Uncovering preference changes over time for sheltering refugees https://t.co/QsxyKUMsBW	1	0	0
2725	Stunned tourists look on as dozens migrants land on packed Spanish beach and sprint off https://t.co/jksiqyOMXV	1	0	0
2731	Immigrant Silences Libs With Insane Admission About Why Trump Is Right On Immigration https://t.co/Q0L9aoKJ2W	1	0	0
2735	Boy, 16, fights for his life after being stabbed on London street https://t.co/PYRrmaN3tz	1	0	0
2737	Angels Don't Die. I think it's better that two Immigrant children in a concentration camp in Southwest US die every time Donald Trump tweets, tweet tweet tweet tweet tweet like a bird. https://t.co/EivwOFNFPo	1	0	0
